Zipcode,Accuracy,Precision,Recall,F1 Score
10600,0,0,0,0
10249,0,0,0,0
11764,0,0,0,0
13931,0,0,0,0
12261,0,0,0,0
14560,0,0,0,0
10059,0,0,0,0
13600,0,0,0,0
12246,0,0,0,0
10126,0,0,0,0
13546,0,0,0,0
14342,0,0,0,0
12057,0,0,0,0
10562,0,0,0,0
14508,0,0,0,0
14055,0,0,0,0
11502,0,0,0,0
12602,0,0,0,0
10232,0,0,0,0
10299,0,0,0,0
12247,0,0,0,0
14236,0,0,0,0
13519,0,0,0,0
12525,0,0,0,0
10088,0,0,0,0
14248,0,0,0,0
11448,0,0,0,0
25668,0,0,0,0
56560,0,0,0,0
11557,0,0,0,0
10742,0,0,0,0
12763,0,0,0,0
11746,0,0,0,0
10246,0,0,0,0
14220,0,0,0,0
10133,0,0,0,0
10581,0,0,0,0
14708,0,0,0,0
13421,0,0,0,0
10444,0,0,0,0
11060,0,0,0,0
14505,0,0,0,0
13715,0,0,0,0
11611,0,0,0,0
14065,0,0,0,0
14502,0,0,0,0
20406,0,0,0,0
14516,0,0,0,0
14514,0,0,0,0
12521,0,0,0,0
10029,0,0,0,0
13049,0,0,0,0
14615,0,0,0,0
11435,0,0,0,0
